buoc,loss_train,learning_rate,giay_moi_buoc,token_moi_giay
10650,1.2670378983020782,0.0007,1.3869784528200035,14086.592304498863
10700,1.1908744871616364,0.0007,1.4263703406400237,13811.826731590692
10750,1.1585319638252258,0.0007,1.3952152440600185,14064.424886082936
10800,1.2210319936275482,0.0007,1.4056230370199774,13945.232458310522
10850,1.2511190176010132,0.0007,1.399448795319986,14003.441973394314
10900,1.1883761286735535,0.0007,1.4153268352000306,13903.474102657625
10950,1.2061060070991516,0.0007,1.4034776045200124,13995.620547659344
11000,1.248037338256836,0.0007,1.400401961719981,13976.30147272932
11000,,,,
11050,1.1829237043857574,0.0007,1.5656662478399994,12588.4938933768
11100,1.2559040784835815,0.0007,1.4434314596599984,13621.983827781816
11150,1.2045268714427948,0.0007,1.4297780577399999,13768.136875114724
11200,1.1283440291881561,0.0007,1.41137643454,13785.691417145857
11250,1.1977157294750214,0.0007,1.4358975314999998,13691.701231258787
11300,1.21138396859169,0.0007,1.427467481839999,13785.995303118067
11350,1.2504188418388367,0.0007,1.4112158197999998,13843.325539511503
11400,1.1635493636131287,0.0007,1.4213547541199978,13787.381329816515
11450,1.1597418189048767,0.0007,1.4355708688000004,13723.376830896581
11500,1.2139654457569122,0.0007,1.4362134299200033,13696.195558549853
11550,1.1673347651958466,0.0007,1.412631830800001,13820.43047192533
11600,1.1713733971118927,0.0007,1.4222591679399965,13685.452299240284
11650,1.186506450176239,0.0007,1.4343259722599988,13790.449578789681
11700,1.2082241773605347,0.0007,1.4183745228999987,13823.852362992848
11750,1.2106603682041168,0.0007,1.4262141908600006,13768.899598565022
11800,1.1771195232868195,0.0007,1.4312840893200018,13698.440544612575
11850,1.2007217407226562,0.0007,1.434058857519999,13731.988681451572
11900,1.1106081008911133,0.0007,1.42054578924,13757.97960758172
11950,1.1669928133487701,0.0007,1.4258301014799963,13751.259690511644
12000,1.174556314945221,0.0007,1.4273963267399994,13773.890006360663
12000,,,,
12050,1.1691591143608093,0.0007,2.0931926892999946,9417.938492128314
12100,1.1684112846851349,0.0007,1.4183217070000047,13790.38331252159
12150,1.139916479587555,0.0007,1.4328230597400033,13706.018943862837
12200,1.159291923046112,0.0007,1.4437465901200084,13603.620008111984
12250,1.0970567762851715,0.0007,1.4438413412799946,13627.951657455864
12300,1.1202016770839691,0.0007,1.4226152636999996,13762.97618871106
12350,1.1691317856311798,0.0007,1.4264812668800004,13718.63792000728
12400,1.2220763862133026,0.0007,1.4426436861999992,13649.565854939803
12450,1.1297475695610046,0.0007,1.4538637796600051,13568.492644209913
12500,1.1864120066165924,0.0007,1.4186587304000022,13803.263308067519
12550,1.1636006534099579,0.0007,1.4248404623399984,13752.065945558697
12600,1.1273212432861328,0.0007,1.4346910936799941,13625.204816640582
12650,1.1620635390281677,0.0007,1.4414946577799947,13654.38289609259
12700,1.1674980521202087,0.0007,1.4218468376799955,13848.931880827322
12750,1.0757574439048767,0.0007,1.419107577300001,13762.268845860235
